Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
TRDN,-0.088531377,0.265133794,-0.293258107,0.770121899,0.821904746,-7.070877639
TRDV3,0.505060526,0.300294966,1.747847728,0.084517723,0.130557409,-5.606854556
TREH,-0.429851928,0.064045133,-3.985528881,0.000152957,0.000493224,0.142514757
TREM1,-0.065167336,0.20228614,-0.223721889,0.823572317,0.86611172,-7.088953535
TREM2,0.031243578,0.113273904,0.134770341,0.893148739,0.919337509,-7.104994951
TREML1,0.066599502,-0.082294627,0.434201823,0.665368648,0.732482374,-7.019369803
TREML2,-0.822054083,0.07232863,-5.550134226,3.97E-07,2.36E-06,5.890019013
TREML3P,0.136488834,0.041991876,1.405851077,0.163832121,0.23036851,-6.132214901
TREML4,-0.9228766,0.145038393,-3.447951941,0.000922898,0.002439942,-1.556923848
TREML5P,0.5081815,-0.067494691,3.991941847,0.000149578,0.000483037,0.16378656
TRERF1,-0.168441421,0.058827674,-1.077906737,0.284475232,0.366985436,-6.533829712
TRG-AS1,-1.208741907,0.13706873,-6.150753219,3.30E-08,2.52E-07,8.322519268
TRH,0.3564153,-0.044684412,2.901933983,0.00484644,0.010646836,-3.095574241
TRHDE,-0.174637226,0.322075803,-0.576354526,0.566073828,0.644072019,-6.947320448
TRHDE-AS1,-0.189166616,0.107686185,-1.08688567,0.280512837,0.362526215,-6.524196362
TRHR,0.187272967,-0.07035403,1.661170002,0.10078786,0.15180689,-5.750065683
TRIAP1,0.925925255,0.088395042,3.03747834,0.003265661,0.007491097,-2.732721232
TRIB1,-0.181908496,0.085118343,-1.099988889,0.274799271,0.356385818,-6.50999917
TRIB2,1.702222704,-0.058855817,4.020103507,0.000135571,0.000441006,0.257461832
TRIB3,0.01585591,0.177521147,0.047968314,0.961866973,0.972192223,-7.112976857
TRIL,0.056536223,0.269723991,0.163595451,0.87048267,0.902149873,-7.100667859
TRIM10,-0.836959218,0.100980437,-4.930840896,4.67E-06,2.16E-05,3.495699517
TRIM11,0.531098045,0.005468466,2.473965155,0.015586668,0.029956006,-4.152038382
TRIM13,-0.073787279,0.127381912,-0.80446257,0.423632186,0.510329112,-6.789819599
TRIM14,-0.689883784,0.143481613,-4.304965909,4.91E-05,0.000177504,1.228310888
TRIM15,-0.40509222,0.047936424,-3.531961685,0.000704042,0.001919102,-1.302743874
TRIM16,1.156697062,0.093209025,4.412262534,3.32E-05,0.000124941,1.604498509
TRIM16L,0.220207066,-0.033427269,1.536258356,0.128616323,0.186808505,-5.944497926
TRIM17,-0.098694804,0.001980412,-0.535270117,0.594021529,0.669630296,-6.970211703
TRIM2,-0.286733554,0.059538284,-2.062367099,0.042580687,0.072167297,-5.031498995
TRIM21,-0.009748072,0.072334566,-0.053067114,0.957817285,0.969245315,-7.112717599
TRIM22,-0.756564779,-0.410226442,-1.450920797,0.150905463,0.214746737,-6.069117128
TRIM23,-0.582928207,0.279853634,-2.300419118,0.024161167,0.043992568,-4.539808178
TRIM24,-0.584217423,0.124151429,-1.69965862,0.093273303,0.142079849,-5.687306465
TRIM25,0.377547651,-0.062651356,2.500963665,0.014531967,0.028170186,-4.089549564
TRIM26,1.120707196,-0.132815881,7.473061252,1.10E-10,1.50E-09,13.92574437
TRIM27,0.907758702,-0.013970132,3.87170756,0.000226611,0.000701972,-0.231276235
TRIM28,2.163269227,-0.201785178,6.299016888,1.76E-08,1.44E-07,8.936334131
TRIM29,0.053237019,0.026639505,0.302380897,0.763185401,0.815767857,-7.068146101
TRIM3,-0.803771118,0.088185509,-6.474385399,8.35E-09,7.34E-08,9.668111247
TRIM31,-0.664998831,0.130203428,-4.813927745,7.33E-06,3.24E-05,3.059396345
TRIM32,0.850039984,-0.085941259,4.073578838,0.000112363,0.00037383,0.436507758
TRIM33,-1.088944028,0.126159723,-6.245035348,2.21E-08,1.76E-07,8.71231094
TRIM35,0.301616039,0.020934303,2.197755363,0.031003252,0.05468079,-4.757654662
TRIM36,-0.347423194,0.142744036,-2.025253151,0.046343098,0.077678961,-5.103856457
TRIM37,0.239332003,0.042553865,1.271211555,0.20751943,0.281622649,-6.309410929
TRIM38,0.410122116,0.079632295,2.218652194,0.029486882,0.052388026,-4.714019082
TRIM39-RPP21///RPP21///TRIM39,0.261398868,-0.036287241,1.48347214,0.142072778,0.203953693,-6.022374327
TRIM39-RPP21///TRIM39,1.417405611,-0.199211093,6.71126287,3.03E-09,2.95E-08,10.66539259
TRIM4,-2.011654311,0.200678463,-9.184429814,5.78E-14,1.76E-12,21.37859532
TRIM40,-0.461720053,0.058991116,-4.265763919,5.66E-05,0.000201886,1.092261871
TRIM41,0.696386891,-0.000781876,4.394855734,3.54E-05,0.00013265,1.543094733
TRIM42,-0.086760448,0.042324438,-0.905672806,0.367963337,0.454933139,-6.703547146
TRIM43B///TRIM43,-0.212418002,0.075501801,-1.303924132,0.196184034,0.268767288,-6.267923968
TRIM44,0.155141576,0.054996896,0.501211932,0.617666585,0.690887404,-6.987914789
TRIM45,0.021385864,0.024930639,0.124735107,0.901061678,0.925382056,-7.106305286
TRIM46,-0.225574902,0.033197474,-1.48194955,0.142476699,0.20449391,-6.024582551
