Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
RANBP6,-0.780284089,-0.18631520199999999,-1.8375630680000001,0.070024267,0.11639805800000001,-5.482699995,NA,NA
RANBP9,-3.5654623999999995,0.37999912700000005,-10.99278327,2.1899999999999996e-17,3.36e-15,29.15770849,NA,NA
RANGAP1,0.73850012,0.029869315,3.621903243,0.000524644,0.002844138,-1.0549404709999999,NA,NA
RANGRF,-0.522887313,0.014513715,-2.035201031,0.045307632,0.082553097,-5.115558105,NA,NA
RAP1A,-0.35504201399999996,0.09980593,-1.6387612180000002,0.105384945,0.161113729,-5.817265186,NA,NA
RAP1B,-0.573053377,-0.075613532,-1.73342282,0.08706453199999999,0.138476914,-5.662365812999999,NA,NA
RAP1GAP,0.806294011,0.16190037300000001,4.837650863,6.69e-06,8.809999999999999e-05,3.1203971960000003,NA,NA
RAP1GAP2,-0.997436723,0.071438171,-2.985289765,0.003806965,0.012532528000000001,-2.903994928,NA,NA
RAP1GDS1,-1.571550064,0.114118491,-3.913464675,0.00019632599999999998,0.001327702,-0.123697986,NA,NA
RAP2A,0.356894682,0.200696961,1.036364136,0.303309339,0.37949531700000005,-6.608992188999999,NA,NA
RAP2B,-1.163881619,0.146560049,-2.518621638,0.013877321000000001,0.033155187999999995,-4.078903931,NA,NA
RAP2B///RAP2A,0.446732211,0.095786107,2.2997783590000003,0.024199357,0.050715261,-4.571943148,NA,NA
RAP2C,-2.12139449,0.11108542099999999,-4.610055942,1.59e-05,0.00017804,2.284547528,NA,NA
RAP2C-AS1,0.304403831,-0.00218332,1.874265756,0.064725986,0.10935797800000001,-5.4170933660000005,NA,NA
RAPGEF1,0.463590375,0.14372395599999999,2.2753784969999997,0.025693879,0.053125867,-4.62451471,NA,NA
RAPGEF2,-0.727975877,0.249209032,-3.65680015,0.000467511,0.002594543,-0.946104485,NA,NA
RAPGEF3,-0.59034769,0.17227720000000002,-1.711780911,0.091003725,0.143448519,-5.698490056,NA,NA
RAPGEF4,0.047914277000000005,0.248875636,0.174439371,0.861982721,0.889467187,-7.130637031,NA,NA
RAPGEF4-AS1,0.313471618,-0.12295251800000001,2.144876399,0.035148886000000004,0.06774767,-4.897334263,NA,NA
RAPGEF5,-0.108713826,0.05316696,-0.261055713,0.7947536620000001,0.833258388,-7.111657721,NA,NA
RAPGEF6,-0.740182942,0.187952607,-3.909973775,0.000198701,0.001340825,-0.135135332,NA,NA
RAPGEFL1,-0.076851892,0.03954133,-0.649237835,0.518136443,0.590315315,-6.934322014,NA,NA
RAPH1,-1.199378288,0.220062375,-3.245853484,0.001740961,0.0069981719999999996,-2.17957783,NA,NA
RAPSN,0.186230163,0.054161543,1.764133793,0.081716517,0.131619507,-5.610384799999999,NA,NA
RARA,0.432247936,0.132081094,2.215273938,0.029727527000000004,0.059559587000000004,-4.751923606,NA,NA
RARA-AS1,0.015799043999999998,-0.025155703999999997,0.088380233,0.9298062909999999,0.944383654,-7.142021818,NA,NA
