Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ANKRD18A,0.34852019,0.116935623,1.854998022,0.067463782,0.113004123,-5.451682446
ANKRD18B,0.362238785,0.059376346,2.252010952,0.02720089,0.055597534,-4.674403424
ANKRD19P,0.227695174,0.006005398,1.428194829,0.157320981,0.222593411,-6.132575646
ANKRD2,0.987200672,0.079731806,5.487698655,5.12E-07,9.79E-06,5.617125447
ANKRD20A11P,-0.478795364,0.025638494,-2.317628112,0.023155233,0.049026435,-4.533175685
ANKRD20A12P,0.70109494,0.11181472,3.811240309,0.000278498,0.001733476,-0.455787434
ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,-0.240046241,0.204519757,-1.494315527,0.139222075,0.201711791,-6.037953386
ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A1,0.298727865,0.146570889,2.142097278,0.035379528,0.06808422,-4.902989575
ANKRD20A5P,-0.020059286,0.046390246,-0.12432269,0.901387095,0.920949131,-7.138173293
ANKRD22,1.155366562,0.034043831,3.798824457,0.000290474,0.001784568,-0.495718232
ANKRD23,-0.168144527,0.029056282,-1.108945631,0.27094068,0.346927097,-6.531770175
