Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
MUC8,-0.752175217,0.066944951,-5.877430399,1.0300000000000001e-07,6.13e-07,7.163835102999999
MUCL1,-0.24547445699999998,0.030651011000000002,-2.335971161,0.022124007999999997,0.038368656,-4.511798391
MXRA5,2.159694606,0.11096911,7.698811407999999,4.08e-11,5.220000000000001e-10,14.8707474
NDNF,2.1683224759999997,0.7400319470000001,7.503144464,9.640000000000001e-11,1.13e-09,14.02248653
NELL2,-0.45765149200000005,0.44712905700000005,-2.7656934669999997,0.0071224140000000005,0.014034508999999999,-3.495629128
NGF,0.704721885,0.138443097,6.618848377999999,4.5e-09,3.68e-08,10.23795602
NGLY1,0.286722081,0.12372308900000001,2.37283457,0.020174011999999998,0.035278722,-4.4303449189999995
NID1,3.2270915789999997,0.17875350399999998,10.11604523,9.71e-16,3.7e-14,25.39915497
NID2,4.289703546,-0.295763801,11.88396258,5.010000000000001e-19,4.8e-17,32.89340124
NODAL,-0.423111709,0.013820391000000001,-5.45232926,5.91e-07,2.96e-06,5.461667532000001
NPNT,1.593034342,0.245983827,4.363155441,3.97e-05,0.00013198,1.38652693
NRG1,-0.48304804700000004,0.213015465,-2.881593728,0.005137073,0.010457209,-3.197424497
NRG2,0.42094427,0.155539549,3.8796078460000003,0.00022055799999999998,0.000618112,-0.251947645
NRG4,-0.298181382,0.045001479000000004,-5.124256903,2.19e-06,9.65e-06,4.186277608
NTN3,0.334682113,0.121115814,4.543975963,2.0399999999999998e-05,7.209999999999999e-05,2.029103079
NTNG2,0.8647620220000001,0.25488745,7.592181537999999,6.52e-11,7.95e-10,14.40813262
NYX,0.278521897,0.17612774,2.6988490069999997,0.008565302,0.016538893,-3.66307062
OGN,1.6844702440000001,1.179707761,4.845262182,6.5e-06,2.57e-05,3.1320968789999997
OMD,1.8957871769999999,0.714024495,6.630885964,4.27e-09,3.5099999999999997e-08,10.28875428
OPTC,-1.001677712,-0.04332528,-9.727336193,5.31e-15,1.7e-13,23.71692712
OSM,1.9227149780000001,0.372178681,9.269752036,3.97e-14,1.01e-12,21.72629887
OVGP1,-0.75663102,0.022365108999999998,-3.607684431,0.000549776,0.001412157,-1.11692322
PAPLN,0.995219425,0.476617114,3.152768253,0.002313331,0.0051143690000000006,-2.4619383619999997
PAPPA,1.7281174540000002,0.40941626299999995,6.8306973079999995,1.8100000000000002e-09,1.6100000000000002e-08,11.13533395
PAPPA2,-0.662976915,0.09182421199999999,-6.654688211,3.86e-09,3.21e-08,10.3892699
PARM1,0.647732057,0.248571674,4.280381827,5.3700000000000004e-05,0.00017352400000000001,1.097563173
PCOLCE,3.0343155960000003,0.710506502,12.25504204,1.0599999999999999e-19,1.3e-17,34.4256592
PCOLCE2,0.921892843,0.7575727990000001,3.397816849,0.001082643,0.002591345,-1.7539919309999998
PCSK5,2.206015954,0.547978732,9.83614649,3.3e-15,1.1199999999999999e-13,24.18875664
PDGFA,0.608920954,0.041299495,4.354486085,4.1e-05,0.000135824,1.356106083
PDGFC,0.564654561,0.19887412100000001,3.455311079,0.000901415,0.0022038,-1.582212067
PGF,0.8825894740000001,0.137537445,7.380779273,1.65e-10,1.84e-09,13.49355618
PI3,-0.9238517909999999,0.25852785100000003,-4.562383261,1.9e-05,6.790000000000001e-05,2.095360228
PIK3IP1,-0.40157643299999995,0.008611057,-5.194965186,1.66e-06,7.53e-06,4.458046669
PLAT,2.1816813059999998,-0.260149776,6.410879112000001,1.1000000000000001e-08,8.17e-08,9.36433655
PLAU,3.51133126,0.737864007,9.23031005,4.72e-14,1.18e-12,21.55431502
PLG,0.27224800899999996,0.095068675,3.1146762289999996,0.002594781,0.00567618,-2.568362581
PLOD1,1.7044771380000001,0.302045706,11.49044687,2.63e-18,2.02e-16,31.2516956
PLOD2,2.044271466,0.073829305,6.10025076,4.08e-08,2.67e-07,8.075201825
PLOD3,0.969893233,0.06070263099999999,6.350384185,1.42e-08,1.0300000000000001e-07,9.1117215
PLXDC1,1.6790325680000002,0.493345053,8.329119338,2.5299999999999995e-12,4.2700000000000005e-11,17.61741457
PLXDC2,2.22281354,0.541799322,8.604284915,7.49e-13,1.4199999999999998e-11,18.81991748
PLXNA1,0.587020919,0.13650865199999998,5.431454033,6.429999999999999e-07,3.19e-06,5.379454697000001
PLXNB2,1.412140375,0.17754831100000001,7.27683822,2.6e-10,2.7699999999999997e-09,13.04534606
PLXNC1,0.455822534,0.25804507600000004,3.155039227,0.002297486,0.005083891,-2.455562135
PLXND1,1.857294044,0.293816566,10.18342764,7.24e-16,2.89e-14,25.68976611
PODN,0.983087864,0.24572804,7.699488875,4.0700000000000006e-11,5.21e-10,14.87368908
PODNL1,1.7196716,0.04851899900000001,10.87050482,3.71e-17,2.16e-15,28.63285772
POSTN,1.314264787,0.6653417979999999,4.108761457,9.92e-05,0.000301439,0.5093309739999999
PRELP,1.76792407,0.42086896799999995,7.573968632000001,7.07e-11,8.530000000000001e-10,14.32919731
PRG2,-0.23597030800000002,0.013983068000000001,-2.397672908,0.018947855,0.033405291000000004,-4.374842688999999
PRG3,-0.263983912,-0.017626291000000002,-4.020146676,0.00013555,0.000399849,0.211575979
PRL,-0.282019905,-0.074395135,-2.659895934,0.009524399,0.01815598,-3.759088002
PRSS2,-0.936210868,0.185439543,-4.63551373,1.4499999999999998e-05,5.3e-05,2.360084906
PTN,1.292719199,0.17302663,3.604725972,0.000555147,0.0014240529999999998,-1.1260932909999999
PXDN,2.38110656,0.36578841799999995,8.208694104,4.309999999999999e-12,6.84e-11,17.09151888
PXDNL,0.30189366,0.10967975199999999,3.341607302,0.00129263,0.003032788,-1.919880716
PZP,-0.657334556,-0.10578538800000001,-6.664506427,3.7e-09,3.08e-08,10.43075884
REG1B,-0.26323742,-0.01900938,-3.4901423589999996,0.000805992,0.001993141,-1.477124585
REG3A,0.524996162,0.135004429,6.497469486,7.57e-09,5.8499999999999994e-08,9.72713201
RPTN,-0.284555601,-0.007707314,-3.87920476,0.000220863,0.000618889,-0.253261383
S100A1,-0.452894065,-0.043971984000000006,-3.6947009489999996,0.00041218,0.001089928,-0.8448482909999999
S100A11,0.768382957,-0.250838319,3.442570822,0.000938912,0.002285416,-1.6204586090000002
S100A13,-0.356789322,-0.06498427799999999,-4.406470266,3.39e-05,0.000114563,1.53905811
S100A14,-1.280354277,0.102816461,-5.328193525,9.740000000000001e-07,4.65e-06,4.974840025
S100A5,-0.36693494600000004,0.012835856999999999,-3.9948755489999996,0.000148057,0.00043192400000000003,0.12743070199999998
S100B,0.136971854,0.044628274,2.8366090180000003,0.005837735,0.011743646000000002,-3.3143428239999997
SCUBE1,0.933698736,0.260826922,8.138794362999999,5.8600000000000005e-12,9e-11,16.78644102
SCUBE2,1.191330086,0.363319016,6.003274346,6.12e-08,3.84e-07,7.677080714
SDC1,2.207193263,0.649888551,6.476159223,8.29e-09,6.36e-08,9.63771756
SDC2,0.9629925029999999,0.240890651,4.399778051,3.47e-05,0.000116952,1.515433407
SDC4,-0.763977208,-0.263791926,-3.448280605,0.000921928,0.002248509,-1.6033304330000002
SEMA3B,0.52788717,0.156834014,5.202250907,1.61e-06,7.33e-06,4.48615013
SEMA3C,0.5891675820000001,0.199792728,4.692485919,1.17e-05,4.3700000000000005e-05,2.567940231
SEMA3D,0.260714127,0.244856645,3.047015975,0.003174818,0.006806331,-2.754922783
SEMA3F,0.577641639,0.21171458899999998,5.7506187639999995,1.75e-07,9.86e-07,6.650751576
SEMA3G,-0.396212446,-0.022278632000000003,-2.654210473,0.009672278000000001,0.018412379,-3.7730056989999996
SEMA4B,-0.575569482,-0.08741309900000001,-4.240278756,6.2e-05,0.000197596,0.958774915
SEMA4C,0.337277912,0.030040382,3.8773954219999998,0.00022223700000000002,0.00062242,-0.25915726
SEMA4D,-0.644758496,0.050189642,-5.037022325,3.09e-06,1.32e-05,3.85348511
SEMA5A,1.451082912,0.532988527,5.562646246,3.7799999999999997e-07,1.97e-06,5.898369926
