"CNumber","Kinase","Inhibition","Standard Deviation","Screen Conc"
"291","AMPK","92","20","1.00"
"291","AMPK (hum)","82","12","1.00"
"291","MARK1","88","4","1.00"
"291","MARK2","100","12","1.00"
"291","MARK3","91","9","1.00"
"291","MARK4","95","5","1.00"
"291","BRSK1","85","1","1.00"
"291","BRSK2","88","5","1.00"
"291","MELK","91","10","1.00"
"291","NUAK1","41","4","1.00"
"291","SIK2","84","10","1.00"
"291","SIK3","95","3","1.00"
"291","TSSK1","31","4","1.00"
"291","CK1 gamma 2","90","6","1.00"
"291","CK1 delta ","95","1","1.00"
"291","CK2","96","15","1.00"
"291","TTBK1","96","5","1.00"
"291","TTBK2","91","7","1.00"
"291","DYRK1A","78","5","1.00"
"291","DYRK2","40","7","1.00"
"291","DYRK3","88","6","1.00"
"291","NEK2a","97","7","1.00"
"291","NEK6","112","1","1.00"
"291","IKK beta ","97","10","1.00"
"291","IKK epsilon ","94","7","1.00"
"291","TBK1","57","22","1.00"
"291","PIM1","101","1","1.00"
"291","PIM2","100","1","1.00"
"291","PIM3","101","0","1.00"
"291","SRPK1","84","4","1.00"
"291","EF2K","103","0","1.00"
"291","EIF2AK3","87","4","1.00"
"291","HIPK1","92","1","1.00"
"291","HIPK2","70","8","1.00"
"291","HIPK3","101","5","1.00"
"291","CLK2","36","1","1.00"
"291","PAK2","89","3","1.00"
"291","PAK4","85","9","1.00"
"291","PAK5","94","1","1.00"
"291","PAK6","94","10","1.00"
"291","MST2","111","13","1.00"
"291","MST3","96","8","1.00"
"291","MST4","89","5","1.00"
"291","GCK","73","0","1.00"
"291","MAP4K3","76","10","1.00"
"291","MAP4K5","107","9","1.00"
"291","MINK1","124","9","1.00"
"291","MEKK1","90","9","1.00"
"291","MLK1","39","11","1.00"
"291","MLK3","35","4","1.00"
"291","TESK1","102","4","1.00"
"291","TAO1","99","6","1.00"
"291","ASK1","66","8","1.00"
"291","TAK1","11","2","1.00"
"291","IRAK1","98","2","1.00"
"291","IRAK4","90","6","1.00"
"291","RIPK2","94","8","1.00"
"291","OSR1","95","1","1.00"
"291","TTK","56","7","1.00"
"291","MPSK1","115","16","1.00"
"291","WNK1","97","0","1.00"
"291","ULK1","98","7","1.00"
"291","ULK2","88","5","1.00"
"291","TGFBR1","99","0","1.00"
"291","Src","107","19","1.00"
"291","Lck","104","23","1.00"
"291","CSK","102","17","1.00"
"291","YES1","89","7","1.00"
"291","ABL","106","18","1.00"
"291","BTK","115","11","1.00"
"291","JAK2","79","1","1.00"
"291","SYK","87","24","1.00"
"291","ZAP70","88","6","1.00"
"291","TIE2","85","5","1.00"
"291","BRK","53","0","1.00"
"291","EPH-A2","81","17","1.00"
"291","EPH-A4","86","7","1.00"
"291","EPH-B1","93","4","1.00"
"291","EPH-B2","92","8","1.00"
"291","EPH-B3","91","5","1.00"
"291","EPH-B4","94","0","1.00"
"291","FGF-R1","97","10","1.00"
"291","HER4","74","5","1.00"
"291","IGF-1R","35","1","1.00"
"291","IR","50","4","1.00"
"291","IRR","84","3","1.00"
"291","TrkA","70","8","1.00"
"291","DDR2","105","9","1.00"
"291","VEGFR1","55","3","1.00"
"291","PDGFRA","81","9","1.00"
"291","MKK1","81","7","10.00"
"291","MKK2","98","6","10.00"
"291","MKK6","31","2","10.00"
"291","ERK1","49","5","10.00"
"291","ERK2","55","2","10.00"
"291","ERK5","42","3","10.00"
"291","JNK1","47","6","10.00"
"291","JNK2","84","6","10.00"
"291","JNK3","48","1","10.00"
"291","p38 alpha MAPK","119","2","10.00"
"291","p38 beta MAPK","101","10","10.00"
"291","p38 gamma MAPK","96","3","10.00"
"291","p38 delta MAPK","79","20","10.00"
"291","ERK8","28","3","10.00"
"291","RSK1","14","1","10.00"
"291","RSK2","25","7","10.00"
"291","PDK1","88","7","10.00"
"291","PKB alpha ","97","6","10.00"
"291","PKB beta ","98","3","10.00"
"291","SGK1","70","7","10.00"
"291","S6K1","68","2","10.00"
"291","PKA","107","22","10.00"
"291","ROCK 2","78","1","10.00"
"291","PRK2","82","6","10.00"
"291","PKC alpha ","101","2","10.00"
"291","PKC gamma ","98","21","10.00"
"291","PKC zeta ","86","3","10.00"
"291","PKD1","10","3","10.00"
"291","STK33","30","8","10.00"
"291","MSK1","65","7","10.00"
"291","MNK1","26","0","10.00"
"291","MNK2","22","4","10.00"
"291","MAPKAP-K2 ","97","3","10.00"
"291","MAPKAP-K3","124","9","10.00"
"291","PRAK","49","3","10.00"
"291","CAMKK beta ","10","1","10.00"
"291","CAMK1","51","4","10.00"
"291","SmMLCK","8","2","10.00"
"291","PHK","8","0","10.00"
"291","DAPK1","11","4","10.00"
"291","CHK1","25","0","10.00"
"291","CHK2","3","0","10.00"
"291","GSK3 beta ","43","1","10.00"
"291","CDK2-Cyclin A","72","6","10.00"
"291","CDK9-Cyclin T1","90","10","10.00"
"291","PLK1","40","6","10.00"
"291","Aurora A","81","13","10.00"
"291","Aurora B","24","2","10.00"
"291","TLK1","96","8","10.00"
"291","LKB1","92","7","10.00"
"291","AMPK","70","11","10.00"
"291","AMPK (hum)","44","17","10.00"
"291","MARK1","85","18","10.00"
"291","MARK2","81","1","10.00"
"291","MARK3","61","6","10.00"
"291","MARK4","52","4","10.00"
"291","BRSK1","69","11","10.00"
"291","BRSK2","51","0","10.00"
"291","MELK","39","3","10.00"
"291","NUAK1","9","1","10.00"
"291","SIK2","34","12","10.00"
"291","SIK3","93","9","10.00"
"291","TSSK1","7","0","10.00"
"291","CK1 gamma 2","89","5","10.00"
"291","CK1 delta ","67","2","10.00"
"291","CK2","74","7","10.00"
"291","TTBK1","93","6","10.00"
"291","TTBK2","97","13","10.00"
"291","DYRK1A","38","6","10.00"
"291","DYRK2","9","2","10.00"
"291","DYRK3","51","9","10.00"
"291","NEK2a","72","19","10.00"
"291","NEK6","90","6","10.00"
"291","IKK beta ","89","4","10.00"
"291","IKK epsilon ","55","8","10.00"
"291","TBK1","26","5","10.00"
"291","PIM1","94","3","10.00"
"291","PIM2","107","6","10.00"
"291","PIM3","78","0","10.00"
"291","SRPK1","69","5","10.00"
"291","EF2K","107","1","10.00"
"291","EIF2AK3","82","3","10.00"
"291","HIPK1","49","5","10.00"
"291","HIPK2","28","9","10.00"
"291","HIPK3","70","20","10.00"
"291","CLK2","5","2","10.00"
"291","PAK2","88","2","10.00"
"291","PAK4","42","7","10.00"
"291","PAK5","79","1","10.00"
"291","PAK6","94","6","10.00"
"291","MST2","92","3","10.00"
"291","MST3","85","2","10.00"
"291","MST4","87","4","10.00"
"291","GCK","25","6","10.00"
"291","MAP4K3","36","0","10.00"
"291","MAP4K5","91","2","10.00"
"291","MINK1","109","12","10.00"
"291","MEKK1","109","15","10.00"
"291","MLK1","7","0","10.00"
"291","MLK3","9","1","10.00"
"291","TESK1","118","3","10.00"
"291","TAO1","80","3","10.00"
"291","ASK1","13","1","10.00"
"291","TAK1","2","0","10.00"
"291","IRAK1","94","4","10.00"
"291","IRAK4","93","9","10.00"
"291","RIPK2","79","2","10.00"
"291","OSR1","51","1","10.00"
"291","TTK","31","8","10.00"
"291","MPSK1","101","14","10.00"
"291","WNK1","106","5","10.00"
"291","ULK1","56","2","10.00"
"291","ULK2","70","1","10.00"
"291","TGFBR1","103","3","10.00"
"291","Src","81","0","10.00"
"291","Lck","102","15","10.00"
"291","CSK","101","12","10.00"
"291","YES1","110","8","10.00"
"291","ABL","97","10","10.00"
"291","BTK","98","24","10.00"
"291","JAK2","52","3","10.00"
"291","SYK","44","11","10.00"
"291","ZAP70","86","1","10.00"
"291","TIE2","91","5","10.00"
"291","BRK","22","3","10.00"
"291","EPH-A2","93","6","10.00"
"291","EPH-A4","98","6","10.00"
"291","EPH-B1","91","14","10.00"
"291","EPH-B2","97","3","10.00"
"291","EPH-B3","105","11","10.00"
"291","EPH-B4","94","3","10.00"
"291","FGF-R1","104","6","10.00"
"291","HER4","65","5","10.00"
"291","IGF-1R","8","1","10.00"
"291","IR","3","0","10.00"
"291","IRR","67","6","10.00"
"291","TrkA","54","12","10.00"
"291","DDR2","100","8","10.00"
"291","VEGFR1","14","1","10.00"
"291","PDGFRA","76","4","10.00"
"46","MKK1","56","12","50.00"
"46","ERK2","101","8","50.00"
"46","JNK1","68","5","50.00"
"46","JNK2","73","8","50.00"
"46","p38 alpha MAPK","114","7","50.00"
"46","p38 beta MAPK","82","1","50.00"
"46","p38 gamma MAPK","82","4","50.00"
"46","p38 delta MAPK","91","4","50.00"
"46","ERK8","19","0","50.00"
"46","RSK1","53","1","50.00"
"46","RSK2","54","11","50.00"
"46","PDK1","80","3","50.00"
"46","PKB alpha ","96","5","50.00"
"46","PKB beta ","73","1","50.00"
"46","SGK1","25","2","50.00"
"46","S6K1","44","1","50.00"
"46","PKA","71","7","50.00"
"46","ROCK 2","62","3","50.00"
"46","PRK2","39","4","50.00"
"46","PKC alpha ","59","0","50.00"
"46","PKD1","73","2","50.00"
"46","MSK1","41","4","50.00"
"46","MNK1","22","0","50.00"
"46","MNK2","14","5","50.00"
"46","MAPKAP-K2 ","80","0","50.00"
"46","MAPKAP-K3","85","0","50.00"
"46","PRAK","73","6","50.00"
"46","CAMK1","61","1","50.00"
"46","SmMLCK","19","2","50.00"
"46","PHK","79","5","50.00"
"46","CHK1","73","6","50.00"
"46","CHK2","47","4","50.00"
"46","GSK3 beta ","20","0","50.00"
"46","CDK2-Cyclin A","83","3","50.00"
"46","PLK1","85","8","50.00"
"46","Aurora B","13","2","50.00"
"46","AMPK","58","2","50.00"
"46","MARK3","86","1","50.00"
"46","CK1 delta ","6","4","50.00"
"46","CK2","43","10","50.00"
"46","DYRK1A","11","0","50.00"
"46","NEK2a","81","13","50.00"
"46","NEK6","71","4","50.00"
"46","NEK7","64","0","50.00"
"46","IKK beta ","64","2","50.00"
"46","PIM2","8","0","50.00"
"46","SRPK1","82","4","50.00"
"46","MST2","73","10","50.00"
"46","EF2K","87","0","50.00"
"46","Src","48","2","50.00"
"46","Lck","40","1","50.00"
"46","CSK","70","3","50.00"
"46","MKK1","68","3","5.00"
"46","ERK2","103","3","5.00"
"46","JNK1","80","8","5.00"
"46","JNK2","77","3","5.00"
"46","p38 alpha MAPK","83","19","5.00"
"46","p38 beta MAPK","90","4","5.00"
"46","p38 gamma MAPK","104","13","5.00"
"46","p38 delta MAPK","81","20","5.00"
"46","ERK8","53","5","5.00"
"46","RSK1","105","15","5.00"
"46","RSK2","98","0","5.00"
"46","PDK1","90","23","5.00"
"46","PKB alpha ","105","3","5.00"
"46","PKB beta ","96","0","5.00"
"46","SGK1","65","7","5.00"
"46","S6K1","74","11","5.00"
"46","PKA","81","16","5.00"
"46","ROCK 2","77","1","5.00"
"46","PRK2","74","4","5.00"
"46","PKC alpha ","81","3","5.00"
"46","PKD1","91","9","5.00"
"46","MSK1","97","2","5.00"
"46","MNK1","57","2","5.00"
"46","MNK2","51","1","5.00"
"46","MAPKAP-K2 ","89","6","5.00"
"46","MAPKAP-K3","93","8","5.00"
"46","PRAK","76","0","5.00"
"46","CAMK1","77","3","5.00"
"46","SmMLCK","75","12","5.00"
"46","PHK","106","10","5.00"
"46","CHK1","83","17","5.00"
"46","CHK2","67","2","5.00"
"46","GSK3 beta ","57","7","5.00"
"46","CDK2-Cyclin A","96","3","5.00"
"46","PLK1","99","14","5.00"
"46","Aurora B","48","5","5.00"
"46","AMPK","84","11","5.00"
"46","MARK3","93","8","5.00"
"46","CK1 delta ","51","0","5.00"
"46","CK2","91","0","5.00"
"46","DYRK1A","53","8","5.00"
"46","NEK2a","74","0","5.00"
"46","NEK6","98","1","5.00"
"46","NEK7","85","7","5.00"
"46","IKK beta ","78","9","5.00"
"46","PIM2","38","4","5.00"
"46","SRPK1","92","10","5.00"
"46","MST2","80","0","5.00"
"46","EF2K","94","2","5.00"
"46","Src","94","2","5.00"
"46","Lck","73","2","5.00"
"46","CSK","92","16","5.00"
"46","MKK1","86","14","10.00"
"46","MKK2","102","7","10.00"
"46","MKK6","98","14","10.00"
"46","ERK1","109","7","10.00"
"46","ERK2","106","6","10.00"
"46","JNK1","103","10","10.00"
"46","JNK2","98","5","10.00"
"46","JNK3","92","6","10.00"
"46","p38 alpha MAPK","117","13","10.00"
"46","p38 beta MAPK","101","11","10.00"
"46","p38 gamma MAPK","95","3","10.00"
"46","p38 delta MAPK","100","2","10.00"
"46","ERK8","95","7","10.00"
"46","RSK1","97","3","10.00"
"46","RSK2","103","14","10.00"
"46","PDK1","87","3","10.00"
"46","PKB alpha ","104","7","10.00"
"46","PKB beta ","83","6","10.00"
"46","SGK1","100","3","10.00"
"46","S6K1","84","8","10.00"
"46","PKA","103","10","10.00"
"46","ROCK 2","95","1","10.00"
"46","PRK2","105","13","10.00"
"46","PKC alpha ","81","3","10.00"
"46","PKC zeta ","99","6","10.00"
"46","PKD1","98","7","10.00"
"46","MSK1","87","11","10.00"
"46","MNK1","88","1","10.00"
"46","MNK2","61","5","10.00"
"46","MAPKAP-K2 ","108","5","10.00"
"46","MAPKAP-K3","87","1","10.00"
"46","PRAK","89","6","10.00"
"46","CAMKK beta ","94","8","10.00"
"46","CAMK1","93","6","10.00"
"46","SmMLCK","77","1","10.00"
"46","PHK","106","6","10.00"
"46","DAPK1","77","2","10.00"
"46","CHK1","95","13","10.00"
"46","CHK2","83","4","10.00"
"46","GSK3 beta ","90","0","10.00"
"46","CDK2-Cyclin A","101","2","10.00"
"46","PLK1","101","10","10.00"
"46","Aurora A","110","2","10.00"
"46","Aurora B","90","12","10.00"
"46","LKB1","96","2","10.00"
"46","AMPK","97","1","10.00"
"46","MARK1","106","0","10.00"
"46","MARK2","103","6","10.00"
"46","MARK3","108","7","10.00"
"46","MARK4","99","4","10.00"
"46","BRSK1","100","6","10.00"
"46","BRSK2","117","9","10.00"
"46","MELK","88","9","10.00"
"46","NUAK1","104","2","10.00"
"46","CK1 delta ","90","7","10.00"
"46","CK2","95","9","10.00"
"46","DYRK1A","54","2","10.00"
"46","DYRK2","78","5","10.00"
"46","DYRK3","58","3","10.00"
"46","NEK2a","115","5","10.00"
"46","NEK6","93","2","10.00"
"46","IKK beta ","102","8","10.00"
"46","IKK epsilon ","106","5","10.00"
"46","TBK1","99","3","10.00"
"46","PIM1","54","0","10.00"
"46","PIM2","90","9","10.00"
"46","PIM3","40","0","10.00"
"46","SRPK1","102","8","10.00"
"46","EF2K","87","8","10.00"
"46","HIPK1","93","4","10.00"
"46","HIPK2","79","12","10.00"
"46","HIPK3","102","3","10.00"
"46","CLK2","71","9","10.00"
"46","PAK2","99","7","10.00"
"46","PAK4","78","4","10.00"
"46","PAK5","97","3","10.00"
"46","PAK6","83","9","10.00"
"46","MST2","81","2","10.00"
"46","MST4","96","4","10.00"
"46","GCK","48","1","10.00"
"46","MINK1","109","9","10.00"
"46","MEKK1","98","1","10.00"
"46","MLK1","114","9","10.00"
"46","MLK3","95","3","10.00"
"46","TAO1","93","3","10.00"
"46","ASK1","93","9","10.00"
"46","TAK1","96","5","10.00"
"46","IRAK4","86","9","10.00"
"46","RIPK2","48","5","10.00"
"46","TTK","107","5","10.00"
"46","Src","92","9","10.00"
"46","Lck","104","2","10.00"
"46","CSK","96","4","10.00"
"46","YES1","105","13","10.00"
"46","BTK","88","9","10.00"
"46","JAK2","84","9","10.00"
"46","SYK","124","9","10.00"
"46","EPH-A2","85","7","10.00"
"46","EPH-A4","91","0","10.00"
"46","EPH-B1","86","12","10.00"
"46","EPH-B2","109","9","10.00"
"46","EPH-B3","101","6","10.00"
"46","EPH-B4","107","13","10.00"
"46","FGF-R1","96","4","10.00"
"46","HER4","86","2","10.00"
"46","IGF-1R","96","3","10.00"
"46","IR","95","9","10.00"
"46","IRR","58","2","10.00"
"46","TrkA","105","4","10.00"
"46","VEGFR1","70","15","10.00"
"46","MKK1","93","4","25.00"
"46","MKK2","92","15","25.00"
"46","MKK6","99","7","25.00"
"46","ERK1","92","3","25.00"
"46","ERK2","103","8","25.00"
"46","JNK1","88","1","25.00"
"46","JNK2","94","5","25.00"
"46","JNK3","78","10","25.00"
"46","p38 alpha MAPK","97","1","25.00"
"46","p38 beta MAPK","109","9","25.00"
"46","p38 gamma MAPK","98","10","25.00"
"46","p38 delta MAPK","94","3","25.00"
"46","ERK8","67","14","25.00"
"46","RSK1","82","4","25.00"
"46","RSK2","91","12","25.00"
"46","PDK1","104","10","25.00"
"46","PKB alpha ","107","7","25.00"
"46","PKB beta ","76","2","25.00"
"46","SGK1","82","3","25.00"
"46","S6K1","67","2","25.00"
"46","PKA","98","1","25.00"
"46","ROCK 2","85","2","25.00"
"46","PRK2","83","13","25.00"
"46","PKC alpha ","83","4","25.00"
"46","PKC zeta ","91","8","25.00"
"46","PKD1","91","5","25.00"
"46","MSK1","76","3","25.00"
"46","MNK1","63","3","25.00"
"46","MNK2","91","3","25.00"
"46","MAPKAP-K2 ","100","5","25.00"
"46","MAPKAP-K3","94","6","25.00"
"46","PRAK","93","8","25.00"
"46","CAMKK beta ","89","1","25.00"
"46","CAMK1","95","11","25.00"
"46","SmMLCK","51","6","25.00"
"46","PHK","102","11","25.00"
"46","DAPK1","57","10","25.00"
"46","CHK1","94","15","25.00"
"46","CHK2","82","9","25.00"
"46","GSK3 beta ","50","4","25.00"
"46","CDK2-Cyclin A","78","3","25.00"
"46","PLK1","102","2","25.00"
"46","Aurora A","79","14","25.00"
"46","Aurora B","61","1","25.00"
"46","LKB1","89","3","25.00"
"46","AMPK","92","12","25.00"
"46","MARK1","96","6","25.00"
"46","MARK2","92","10","25.00"
"46","MARK3","104","1","25.00"
"46","MARK4","107","7","25.00"
"46","BRSK1","83","9","25.00"
"46","BRSK2","81","5","25.00"
"46","MELK","76","4","25.00"
"46","NUAK1","77","9","25.00"
"46","CK1 delta ","44","2","25.00"
"46","CK2","80","8","25.00"
"46","DYRK1A","32","3","25.00"
"46","DYRK2","46","0","25.00"
"46","DYRK3","24","3","25.00"
"46","NEK2a","106","8","25.00"
"46","NEK6","98","7","25.00"
"46","IKK beta ","92","2","25.00"
"46","IKK epsilon ","75","1","25.00"
"46","TBK1","90","7","25.00"
"46","PIM1","25","0","25.00"
"46","PIM2","48","0","25.00"
"46","PIM3","23","1","25.00"
"46","SRPK1","87","11","25.00"
"46","EF2K","88","2","25.00"
"46","HIPK1","94","2","25.00"
"46","HIPK2","57","3","25.00"
"46","HIPK3","86","3","25.00"
"46","CLK2","39","0","25.00"
"46","PAK2","91","0","25.00"
"46","PAK4","97","5","25.00"
"46","PAK5","96","11","25.00"
"46","PAK6","100","4","25.00"
"46","MST2","91","2","25.00"
"46","MST4","94","2","25.00"
"46","GCK","21","3","25.00"
"46","MINK1","74","4","25.00"
"46","MEKK1","89","9","25.00"
"46","MLK1","98","5","25.00"
"46","MLK3","64","6","25.00"
"46","TAO1","85","3","25.00"
"46","ASK1","96","4","25.00"
"46","TAK1","97","2","25.00"
"46","IRAK4","89","0","25.00"
"46","RIPK2","21","5","25.00"
"46","TTK","78","5","25.00"
"46","Src","75","6","25.00"
"46","Lck","84","0","25.00"
"46","CSK","91","1","25.00"
"46","YES1","74","4","25.00"
"46","BTK","80","5","25.00"
"46","JAK2","50","1","25.00"
"46","SYK","110","1","25.00"
"46","EPH-A2","96","4","25.00"
"46","EPH-A4","90","12","25.00"
"46","EPH-B1","97","7","25.00"
"46","EPH-B2","105","9","25.00"
"46","EPH-B3","105","0","25.00"
"46","EPH-B4","99","7","25.00"
"46","FGF-R1","85","8","25.00"
"46","HER4","84","10","25.00"
"46","IGF-1R","61","3","25.00"
"46","IR","97","8","25.00"
"46","IRR","43","2","25.00"
"46","TrkA","99","2","25.00"
"46","VEGFR1","62","2","25.00"
"47","MKK1","47","9","10.00"
"47","ERK2","75","1","10.00"
"47","JNK1","58","4","10.00"
"47","p38 alpha MAPK","73","8","10.00"
"47","p38 beta MAPK","81","3","10.00"
"47","p38 gamma MAPK","90","2","10.00"
"47","p38 delta MAPK","102","5","10.00"
"47","RSK1","0","1","10.00"
"47","PKB alpha ","23","0","10.00"
"47","SGK1","1","4","10.00"
"47","S6K1","3","0","10.00"
"47","PKA","23","6","10.00"
"47","ROCK 2","43","10","10.00"
"47","PKC alpha ","0","1","10.00"
"47","PKD1","5","1","10.00"
"47","MSK1","0","3","10.00"
"47","MAPKAP-K2 ","20","1","10.00"
"47","PRAK","69","3","10.00"
"47","PHK","0","2","10.00"
"47","CHK1","6","1","10.00"
"47","GSK3 beta ","2","0","10.00"
"47","CDK2-Cyclin A","2","4","10.00"
"47","AMPK","4","4","10.00"
"47","CK1 delta ","83","7","10.00"
"47","CK2","78","5","10.00"
"47","DYRK1A","0","3","10.00"
"47","NEK6","108","4","10.00"
"47","Lck","27","7","10.00"
"47","CSK","79","17","10.00"
"48","PIM3","61","3","10.00"
"48","SRPK1","101","10","10.00"
"48","EF2K","82","7","10.00"
"48","HIPK1","84","8","10.00"
"48","HIPK2","70","6","10.00"
"48","HIPK3","105","1","10.00"
"48","CLK2","62","9","10.00"
"48","PAK2","102","13","10.00"
"48","PAK4","92","12","10.00"
"48","PAK5","95","0","10.00"
"48","PAK6","89","11","10.00"
"48","MST2","78","2","10.00"
"48","MST4","102","3","10.00"
"48","GCK","83","2","10.00"
"48","MINK1","63","10","10.00"
"48","MEKK1","99","9","10.00"
"48","MLK1","71","0","10.00"
"48","MLK3","74","10","10.00"
"48","TAO1","75","1","10.00"
"48","ASK1","101","6","10.00"
"48","TAK1","81","1","10.00"
"48","IRAK4","88","8","10.00"
"48","RIPK2","39","2","10.00"
"48","TTK","80","2","10.00"
"48","Src","75","6","10.00"
"48","Lck","7","1","10.00"
"48","CSK","61","0","10.00"
"48","YES1","49","5","10.00"
"48","BTK","92","0","10.00"
"48","JAK2","85","6","10.00"
"48","SYK","70","8","10.00"
"48","EPH-A2","44","1","10.00"
"48","EPH-A4","70","4","10.00"
"48","EPH-B1","90","4","10.00"
"48","EPH-B2","24","3","10.00"
"48","EPH-B3","24","0","10.00"
"48","EPH-B4","89","4","10.00"
"48","FGF-R1","76","5","10.00"
"48","HER4","46","4","10.00"
"48","IGF-1R","80","1","10.00"
"48","IR","62","9","10.00"
"48","IRR","87","8","10.00"
"48","TrkA","52","8","10.00"
"48","VEGFR1","56","7","10.00"
"48","HER4","67","3","1.00"
"48","IGF-1R","80","1","1.00"
"48","IR","48","8","1.00"
"48","IRR","84","7","1.00"
"48","TrkA","85","1","1.00"
"48","VEGFR1","64","7","1.00"
"48","MKK1","94","11","10.00"
"48","MKK2","104","5","10.00"
"48","MKK6","98","9","10.00"
"48","ERK1","86","11","10.00"
"48","ERK2","83","4","10.00"
"48","JNK1","90","7","10.00"
"48","JNK2","85","0","10.00"
"48","JNK3","79","1","10.00"
"48","p38 alpha MAPK","106","2","10.00"
"48","p38 beta MAPK","82","2","10.00"
"48","p38 gamma MAPK","97","4","10.00"
"48","p38 delta MAPK","81","2","10.00"
"48","ERK8","72","4","10.00"
"48","RSK1","83","8","10.00"
"48","RSK2","83","14","10.00"
"48","PDK1","102","5","10.00"
"48","PKB alpha ","77","4","10.00"
"48","PKB beta ","86","12","10.00"
"48","SGK1","89","0","10.00"
"48","S6K1","87","13","10.00"
"48","PKA","105","2","10.00"
"48","ROCK 2","94","9","10.00"
"48","PRK2","95","7","10.00"
"48","PKC alpha ","92","5","10.00"
"48","PKC zeta ","96","6","10.00"
"48","PKD1","91","5","10.00"
"48","MSK1","86","5","10.00"
"48","MNK1","95","2","10.00"
"48","MNK2","85","6","10.00"
"48","MAPKAP-K2 ","93","10","10.00"
"48","MAPKAP-K3","93","4","10.00"
"48","PRAK","99","0","10.00"
"48","CAMKK beta ","61","7","10.00"
"48","CAMK1","88","13","10.00"
"48","SmMLCK","85","10","10.00"
"48","PHK","86","12","10.00"
"48","DAPK1","88","10","10.00"
"48","CHK1","97","7","10.00"
"48","CHK2","67","7","10.00"
"48","GSK3 beta ","75","0","10.00"
"48","CDK2-Cyclin A","73","3","10.00"
"48","PLK1","88","1","10.00"
"48","Aurora A","91","6","10.00"
"48","Aurora B","89","7","10.00"
"48","LKB1","85","5","10.00"
"48","AMPK","95","6","10.00"
"48","MARK1","92","10","10.00"
"48","MARK2","97","7","10.00"
"48","MARK3","105","6","10.00"
"48","MARK4","100","2","10.00"
"48","BRSK1","94","3","10.00"
"48","BRSK2","100","1","10.00"
"48","MELK","40","3","10.00"
"48","NUAK1","54","5","10.00"
"48","CK1 delta ","79","9","10.00"
"48","CK2","69","6","10.00"
"48","DYRK1A","93","5","10.00"
"48","DYRK2","99","9","10.00"
"48","DYRK3","88","6","10.00"
"48","NEK2a","110","5","10.00"
"48","NEK6","90","0","10.00"
"48","IKK beta ","74","8","10.00"
"48","IKK epsilon ","70","6","10.00"
"48","TBK1","77","4","10.00"
"48","PIM1","68","4","10.00"
"48","PIM2","88","2","10.00"
"48","MKK1","68","3","1.00"
"48","MKK2","101","11","1.00"
"48","MKK6","85","2","1.00"
"48","ERK1","82","6","1.00"
"48","ERK2","73","9","1.00"
"48","JNK1","100","6","1.00"
"48","JNK2","87","7","1.00"
"48","JNK3","96","7","1.00"
"48","p38 alpha MAPK","98","14","1.00"
"48","p38 beta MAPK","75","2","1.00"
"48","p38 gamma MAPK","93","9","1.00"
"48","p38 delta MAPK","85","5","1.00"
"48","ERK8","77","8","1.00"
"48","RSK1","81","4","1.00"
"48","RSK2","83","6","1.00"
"48","PDK1","90","2","1.00"
"48","PKB alpha ","81","2","1.00"
"48","PKB beta ","84","9","1.00"
"48","SGK1","85","3","1.00"
"48","S6K1","86","1","1.00"
"48","PKA","97","2","1.00"
"48","ROCK 2","83","3","1.00"
"48","PRK2","91","2","1.00"
"48","PKC alpha ","86","3","1.00"
"48","PKC zeta ","87","9","1.00"
"48","PKD1","95","1","1.00"
"48","MSK1","84","5","1.00"
"48","MNK1","99","2","1.00"
"48","MNK2","107","8","1.00"
"48","MAPKAP-K2 ","98","9","1.00"
"48","MAPKAP-K3","81","2","1.00"
"48","PRAK","94","2","1.00"
"48","CAMKK beta ","83","1","1.00"
"48","CAMK1","91","13","1.00"
"48","SmMLCK","88","3","1.00"
"48","PHK","85","3","1.00"
"48","DAPK1","90","2","1.00"
"48","CHK1","86","3","1.00"
"48","CHK2","99","7","1.00"
"48","GSK3 beta ","72","7","1.00"
"48","CDK2-Cyclin A","83","0","1.00"
"48","PLK1","91","1","1.00"
"48","Aurora A","111","10","1.00"
"48","Aurora B","88","8","1.00"
"48","LKB1","84","7","1.00"
"48","AMPK","93","5","1.00"
"48","MARK1","93","7","1.00"
"48","MARK2","89","3","1.00"
"48","MARK3","88","1","1.00"
"48","MARK4","98","14","1.00"
"48","BRSK1","98","12","1.00"
"48","BRSK2","80","3","1.00"
"48","MELK","76","4","1.00"
"48","NUAK1","78","4","1.00"
"48","CK1 delta ","87","8","1.00"
"48","CK2","76","8","1.00"
"48","DYRK1A","103","1","1.00"
"48","DYRK2","87","9","1.00"
"48","DYRK3","84","0","1.00"
"48","NEK2a","98","11","1.00"
"48","NEK6","88","0","1.00"
"48","IKK beta ","74","6","1.00"
"48","IKK epsilon ","54","14","1.00"
"48","TBK1","83","1","1.00"
"48","PIM1","96","1","1.00"
"48","PIM2","101","9","1.00"
"48","PIM3","83","3","1.00"
"48","SRPK1","93","0","1.00"
"48","EF2K","67","5","1.00"
"48","HIPK1","80","1","1.00"
"48","HIPK2","89","15","1.00"
"48","HIPK3","86","7","1.00"
"48","CLK2","78","4","1.00"
"48","PAK2","94","5","1.00"
"48","PAK4","85","4","1.00"
"48","PAK5","95","7","1.00"
"48","PAK6","94","0","1.00"
"48","MST2","82","0","1.00"
"48","MST4","87","2","1.00"
"48","GCK","91","2","1.00"
"48","MINK1","56","9","1.00"
