"CNumber","Kinase","Inhibition","Standard Deviation","Screen Conc"
"48","MEKK1","110","1","1.00"
"48","MLK1","77","1","1.00"
"48","MLK3","101","5","1.00"
"48","TAO1","81","3","1.00"
"48","ASK1","89","7","1.00"
"48","TAK1","96","5","1.00"
"48","IRAK4","95","10","1.00"
"48","RIPK2","77","11","1.00"
"48","TTK","81","3","1.00"
"48","Src","92","8","1.00"
"48","Lck","29","1","1.00"
"48","CSK","79","3","1.00"
"48","YES1","77","6","1.00"
"48","BTK","88","5","1.00"
"48","JAK2","75","0","1.00"
"48","SYK","84","8","1.00"
"48","EPH-A2","69","7","1.00"
"48","EPH-A4","101","14","1.00"
"48","EPH-B1","94","1","1.00"
"48","EPH-B2","91","8","1.00"
"48","EPH-B3","54","3","1.00"
"48","EPH-B4","97","6","1.00"
"48","FGF-R1","89","6","1.00"
"49","MKK1","50","1","0.10"
"49","ERK1","60","7","0.10"
"49","ERK2","46","2","0.10"
"49","JNK1","58","2","0.10"
"49","JNK2","79","0","0.10"
"49","JNK3","70","0","0.10"
"49","p38 alpha MAPK","116","4","0.10"
"49","p38 beta MAPK","125","5","0.10"
"49","p38 gamma MAPK","83","8","0.10"
"49","p38 delta MAPK","78","1","0.10"
"49","ERK8","36","4","0.10"
"49","RSK1","9","2","0.10"
"49","RSK2","5","0","0.10"
"49","PDK1","11","0","0.10"
"49","PKB alpha ","85","1","0.10"
"49","PKB beta ","87","1","0.10"
"49","SGK1","59","5","0.10"
"49","S6K1","16","0","0.10"
"49","PKA","64","5","0.10"
"49","ROCK 2","59","4","0.10"
"49","PRK2","4","2","0.10"
"49","PKC alpha ","1","0","0.10"
"49","PKC zeta ","80","4","0.10"
"49","PKD1","6","0","0.10"
"49","MSK1","7","0","0.10"
"49","MNK1","69","0","0.10"
"49","MNK2","34","0","0.10"
"49","MAPKAP-K2 ","118","3","0.10"
"49","MAPKAP-K3","104","7","0.10"
"49","PRAK","83","3","0.10"
"49","CAMKK alpha ","37","4","0.10"
"49","CAMKK beta ","16","4","0.10"
"49","CAMK1","99","3","0.10"
"49","SmMLCK","31","1","0.10"
"49","PHK","1","1","0.10"
"49","CHK1","1","0","0.10"
"49","CHK2","53","3","0.10"
"49","GSK3 beta ","24","4","0.10"
"49","CDK2-Cyclin A","10","0","0.10"
"49","PLK1","80","1","0.10"
"49","Aurora B","23","0","0.10"
"49","Aurora C","26","3","0.10"
"49","AMPK","16","3","0.10"
"49","MARK3","16","1","0.10"
"49","BRSK2","48","6","0.10"
"49","MELK","17","2","0.10"
"49","CK1 delta ","88","3","0.10"
"49","CK2","88","4","0.10"
"49","DYRK1A","33","6","0.10"
"49","DYRK2","60","8","0.10"
"49","DYRK3","33","6","0.10"
"49","NEK2a","84","1","0.10"
"49","NEK6","97","6","0.10"
"49","NEK7","108","1","0.10"
"49","IKK beta ","76","0","0.10"
"49","PIM1","21","1","0.10"
"49","PIM2","65","3","0.10"
"49","PIM3","5","0","0.10"
"49","SRPK1","92","5","0.10"
"49","MST2","0","0","0.10"
"49","EF2K","109","3","0.10"
"49","HIPK2","27","3","0.10"
"49","HIPK3","58","2","0.10"
"49","PAK4","5","0","0.10"
"49","PAK5","7","0","0.10"
"49","PAK6","8","0","0.10"
"49","Src","74","2","0.10"
"49","Lck","53","6","0.10"
"49","CSK","74","3","0.10"
"50","MKK1","82","2","0.10"
"50","ERK1","94","7","0.10"
"50","ERK2","114","5","0.10"
"50","JNK1","103","13","0.10"
"50","JNK2","92","4","0.10"
"50","JNK3","90","9","0.10"
"50","p38 alpha MAPK","107","12","0.10"
"50","p38 beta MAPK","119","9","0.10"
"50","p38 gamma MAPK","99","2","0.10"
"50","p38 delta MAPK","89","4","0.10"
"50","ERK8","78","5","0.10"
"50","RSK1","10","8","0.10"
"50","RSK2","3","1","0.10"
"50","PDK1","48","3","0.10"
"50","PKB alpha ","70","0","0.10"
"50","PKB beta ","80","2","0.10"
"50","SGK1","69","3","0.10"
"50","S6K1","11","0","0.10"
"50","PKA","42","4","0.10"
"50","ROCK 2","118","0","0.10"
"50","PRK2","63","0","0.10"
"50","PKC alpha ","5","0","0.10"
"50","PKC zeta ","118","0","0.10"
"50","PKD1","87","9","0.10"
"50","MSK1","11","2","0.10"
"50","MNK1","94","4","0.10"
"50","MNK2","90","0","0.10"
"50","MAPKAP-K2 ","107","0","0.10"
"50","MAPKAP-K3","131","2","0.10"
"50","PRAK","104","8","0.10"
"50","CAMKK alpha ","109","13","0.10"
"50","CAMKK beta ","113","5","0.10"
"50","CAMK1","79","0","0.10"
"50","SmMLCK","15","1","0.10"
"50","PHK","77","14","0.10"
"50","CHK1","56","5","0.10"
"50","CHK2","57","3","0.10"
"50","GSK3 beta ","67","2","0.10"
"50","CDK2-Cyclin A","95","2","0.10"
"50","PLK1","99","4","0.10"
"50","Aurora B","17","0","0.10"
"50","Aurora C","48","9","0.10"
"50","AMPK","64","8","0.10"
"50","MARK3","93","4","0.10"
"50","BRSK2","72","5","0.10"
"50","MELK","72","7","0.10"
"50","CK1 delta ","103","1","0.10"
"50","CK2","105","4","0.10"
"50","DYRK1A","96","4","0.10"
"50","DYRK2","98","9","0.10"
"50","DYRK3","92","2","0.10"
"50","NEK2a","95","4","0.10"
"50","NEK6","99","0","0.10"
"50","NEK7","94","9","0.10"
"50","IKK beta ","104","3","0.10"
"50","PIM1","9","1","0.10"
"50","PIM2","38","1","0.10"
"50","PIM3","2","0","0.10"
"50","SRPK1","113","3","0.10"
"50","MST2","20","0","0.10"
"50","EF2K","106","0","0.10"
"50","HIPK2","97","7","0.10"
"50","HIPK3","108","11","0.10"
"50","PAK4","99","2","0.10"
"50","PAK5","108","5","0.10"
"50","PAK6","107","5","0.10"
"50","Src","104","2","0.10"
"50","Lck","103","1","0.10"
"50","CSK","84","4","0.10"
"50","MKK1","27","0","1.00"
"50","ERK1","102","3","1.00"
"50","ERK2","110","5","1.00"
"50","JNK1","99","8","1.00"
"50","JNK2","63","3","1.00"
"50","JNK3","97","2","1.00"
"50","p38 alpha MAPK","106","5","1.00"
"50","p38 beta MAPK","102","2","1.00"
"50","p38 gamma MAPK","90","4","1.00"
"50","p38 delta MAPK","65","7","1.00"
"50","ERK8","53","2","1.00"
"50","RSK1","5","2","1.00"
"50","RSK2","0","0","1.00"
"50","PDK1","11","1","1.00"
"50","PKB alpha ","34","1","1.00"
"50","PKB beta ","44","1","1.00"
"50","SGK1","25","1","1.00"
"50","S6K1","2","0","1.00"
"50","PKA","7","1","1.00"
"50","ROCK 2","115","6","1.00"
"50","PRK2","13","0","1.00"
"50","PKC alpha ","1","0","1.00"
"50","PKC zeta ","74","2","1.00"
"50","PKD1","84","1","1.00"
"50","MSK1","3","0","1.00"
"50","MNK1","80","1","1.00"
"50","MNK2","88","2","1.00"
"50","MAPKAP-K2 ","93","2","1.00"
"50","MAPKAP-K3","92","1","1.00"
"50","PRAK","103","0","1.00"
"50","CAMKK alpha ","97","3","1.00"
"50","CAMKK beta ","68","3","1.00"
"50","CAMK1","55","6","1.00"
"50","SmMLCK","6","2","1.00"
"50","PHK","17","2","1.00"
"50","CHK1","13","0","1.00"
"50","CHK2","27","2","1.00"
"50","GSK3 beta ","20","1","1.00"
"50","CDK2-Cyclin A","90","4","1.00"
"50","PLK1","98","4","1.00"
"50","Aurora B","14","2","1.00"
"50","Aurora C","13","0","1.00"
"50","AMPK","19","1","1.00"
"50","MARK3","68","3","1.00"
"50","BRSK2","18","5","1.00"
"50","MELK","20","4","1.00"
"50","CK1 delta ","83","7","1.00"
"50","CK2","83","8","1.00"
"50","DYRK1A","68","0","1.00"
"50","DYRK2","65","6","1.00"
"50","DYRK3","57","3","1.00"
"50","NEK2a","80","5","1.00"
"50","NEK6","87","1","1.00"
"50","NEK7","84","3","1.00"
"50","IKK beta ","94","2","1.00"
"50","PIM1","1","0","1.00"
"50","PIM2","6","0","1.00"
"50","PIM3","1","1","1.00"
"50","SRPK1","89","3","1.00"
"50","MST2","3","0","1.00"
"50","EF2K","106","3","1.00"
"50","HIPK2","55","0","1.00"
"50","HIPK3","106","0","1.00"
"50","PAK4","82","0","1.00"
"50","PAK5","81","3","1.00"
"50","PAK6","82","2","1.00"
"50","Src","95","4","1.00"
"50","Lck","75","3","1.00"
"50","CSK","78","0","1.00"
"50","MKK1","16","5","10.00"
"50","ERK1","96","5","10.00"
"50","ERK2","106","2","10.00"
"50","JNK1","60","2","10.00"
"50","JNK2","35","4","10.00"
"50","JNK3","87","1","10.00"
"50","p38 alpha MAPK","86","8","10.00"
"50","p38 beta MAPK","95","4","10.00"
"50","p38 gamma MAPK","74","3","10.00"
"50","p38 delta MAPK","37","2","10.00"
"50","ERK8","54","1","10.00"
"50","RSK1","5","4","10.00"
"50","RSK2","0","0","10.00"
"50","PDK1","3","0","10.00"
"50","PKB alpha ","8","1","10.00"
"50","PKB beta ","13","0","10.00"
"50","SGK1","6","0","10.00"
"50","S6K1","1","0","10.00"
"50","PKA","2","0","10.00"
"50","ROCK 2","112","6","10.00"
"50","PRK2","4","0","10.00"
"50","PKC alpha ","1","0","10.00"
"50","PKC zeta ","62","5","10.00"
"50","PKD1","47","0","10.00"
"50","MSK1","3","0","10.00"
"50","MNK1","62","11","10.00"
"50","MNK2","70","5","10.00"
"50","MAPKAP-K2 ","62","0","10.00"
"50","MAPKAP-K3","79","4","10.00"
"50","PRAK","108","5","10.00"
"50","CAMKK alpha ","101","4","10.00"
"50","CAMKK beta ","37","4","10.00"
"50","CAMK1","16","3","10.00"
"50","SmMLCK","3","1","10.00"
"50","PHK","11","1","10.00"
"50","CHK1","4","0","10.00"
"50","CHK2","10","1","10.00"
"50","GSK3 beta ","5","1","10.00"
"50","CDK2-Cyclin A","81","1","10.00"
"50","PLK1","79","0","10.00"
"50","Aurora B","12","2","10.00"
"50","Aurora C","7","4","10.00"
"50","AMPK","24","8","10.00"
"50","MARK3","33","5","10.00"
"50","BRSK2","6","0","10.00"
"50","MELK","8","0","10.00"
"50","CK1 delta ","68","5","10.00"
"50","CK2","71","5","10.00"
"50","DYRK1A","41","3","10.00"
"50","DYRK2","70","3","10.00"
"50","DYRK3","24","2","10.00"
"50","NEK2a","59","3","10.00"
"50","NEK6","84","0","10.00"
"50","NEK7","82","2","10.00"
"50","IKK beta ","80","5","10.00"
"50","PIM1","2","3","10.00"
"50","PIM2","1","0","10.00"
"50","PIM3","1","0","10.00"
"50","SRPK1","77","13","10.00"
"50","MST2","2","0","10.00"
"50","EF2K","108","12","10.00"
"50","HIPK2","24","0","10.00"
"50","HIPK3","59","6","10.00"
"50","PAK4","66","0","10.00"
"50","PAK5","85","2","10.00"
"50","PAK6","71","0","10.00"
"50","Src","63","3","10.00"
"50","Lck","41","2","10.00"
"50","CSK","58","4","10.00"
"158","EPH-B4","117","5","10.00"
"158","FGF-R1","88","2","10.00"
"158","HER4","101","13","10.00"
"158","IGF-1R","100","10","10.00"
"158","IR","89","13","10.00"
"158","IRR","101","21","10.00"
"158","TrkA","84","10","10.00"
"158","DDR2","111","25","10.00"
"158","VEGFR1","64","10","10.00"
"158","MKK1","85","6","1.00"
"158","MKK2","114","7","1.00"
"158","MKK6","87","5","1.00"
"158","ERK1","103","13","1.00"
"158","ERK2","107","11","1.00"
"158","JNK1","94","5","1.00"
"158","JNK2","104","1","1.00"
"158","JNK3","87","6","1.00"
"158","p38 alpha MAPK","100","6","1.00"
"158","p38 beta MAPK","105","5","1.00"
"158","p38 gamma MAPK","99","4","1.00"
"158","p38 delta MAPK","93","4","1.00"
"158","ERK8","99","4","1.00"
"158","RSK1","86","12","1.00"
"158","RSK2","79","3","1.00"
"158","PDK1","2","0","1.00"
"158","PKB alpha ","98","14","1.00"
"158","PKB beta ","107","2","1.00"
"158","SGK1","81","5","1.00"
"158","S6K1","108","9","1.00"
"158","PKA","102","10","1.00"
"158","ROCK 2","67","1","1.00"
"158","PRK2","118","6","1.00"
"158","PKC alpha ","98","10","1.00"
"158","PKC gamma ","100","23","1.00"
"158","PKC zeta ","74","14","1.00"
"158","PKD1","106","7","1.00"
"158","STK33","89","0","1.00"
"158","MSK1","95","1","1.00"
"158","MNK1","111","9","1.00"
"158","MNK2","80","6","1.00"
"158","MAPKAP-K2 ","86","12","1.00"
"158","MAPKAP-K3","91","0","1.00"
"158","PRAK","110","14","1.00"
"158","CAMKK beta ","99","9","1.00"
"158","CAMK1","89","6","1.00"
"158","SmMLCK","99","15","1.00"
"158","PHK","101","3","1.00"
"158","DAPK1","35","3","1.00"
"158","CHK1","96","12","1.00"
"158","CHK2","96","14","1.00"
"158","GSK3 beta ","106","10","1.00"
"158","CDK2-Cyclin A","103","3","1.00"
"158","CDK9-Cyclin T1","92","8","1.00"
"158","PLK1","97","12","1.00"
"158","Aurora A","98","3","1.00"
"158","Aurora B","72","1","1.00"
"158","TLK1","101","6","1.00"
"158","AMPK","91","1","1.00"
"158","MARK1","99","2","1.00"
"158","MARK2","96","4","1.00"
"158","MARK3","88","12","1.00"
"158","MARK4","99","7","1.00"
"158","BRSK1","53","1","1.00"
"158","BRSK2","62","3","1.00"
"158","MELK","31","1","1.00"
"158","NUAK1","47","7","1.00"
"158","SIK2","106","0","1.00"
"158","SIK3","76","2","1.00"
"158","TSSK1","88","0","1.00"
"158","CK1 gamma 2","101","10","1.00"
"158","CK1 delta ","96","3","1.00"
"158","CK2","91","3","1.00"
"158","TTBK1","112","7","1.00"
"158","DYRK1A","92","6","1.00"
"158","DYRK2","97","4","1.00"
"158","DYRK3","94","0","1.00"
"158","PLK1","94","22","10.00"
"158","Aurora A","89","5","10.00"
"158","Aurora B","29","12","10.00"
"158","TLK1","115","11","10.00"
"158","LKB1","103","4","10.00"
"158","AMPK","44","9","10.00"
"158","MARK1","84","3","10.00"
"158","MARK2","102","7","10.00"
"158","MARK3","87","1","10.00"
"158","MARK4","103","7","10.00"
"158","BRSK1","11","1","10.00"
"158","BRSK2","15","2","10.00"
"158","MELK","22","3","10.00"
"158","NUAK1","9","2","10.00"
"158","SIK2","78","18","10.00"
"158","SIK3","58","7","10.00"
"158","TSSK1","64","3","10.00"
"158","CK1 gamma 2","97","1","10.00"
"158","CK1 delta ","88","2","10.00"
"158","CK2","111","3","10.00"
"158","TTBK1","99","11","10.00"
"158","DYRK1A","82","6","10.00"
"158","DYRK2","58","6","10.00"
"158","DYRK3","88","6","10.00"
"158","NEK2a","91","9","10.00"
"158","NEK6","79","1","10.00"
"158","IKK beta ","103","5","10.00"
"158","IKK epsilon ","45","5","10.00"
"158","TBK1","81","2","10.00"
"158","PIM1","93","4","10.00"
"158","PIM2","110","3","10.00"
"158","PIM3","73","7","10.00"
"158","SRPK1","90","5","10.00"
"158","EF2K","100","2","10.00"
"158","EIF2AK3","100","16","10.00"
"158","HIPK1","112","4","10.00"
"158","HIPK2","113","1","10.00"
"158","HIPK3","103","1","10.00"
"158","CLK2","88","12","10.00"
"158","PAK2","77","3","10.00"
"158","PAK4","106","35","10.00"
"158","PAK5","99","1","10.00"
"158","PAK6","96","6","10.00"
"158","MST2","84","2","10.00"
"158","MST3","110","16","10.00"
"158","MST4","102","9","10.00"
"158","GCK","86","7","10.00"
"158","MINK1","74","0","10.00"
"158","MEKK1","104","1","10.00"
"158","MLK1","78","1","10.00"
"158","MLK3","44","1","10.00"
"158","TESK1","101","7","10.00"
"158","TAO1","96","8","10.00"
"158","ASK1","99","10","10.00"
"158","TAK1","79","0","10.00"
"158","IRAK1","106","6","10.00"
"158","IRAK4","99","1","10.00"
"158","RIPK2","100","11","10.00"
"158","OSR1","103","12","10.00"
"158","TTK","61","0","10.00"
"158","MPSK1","104","1","10.00"
"158","WNK1","104","6","10.00"
"158","Src","99","6","10.00"
"158","Lck","99","5","10.00"
"158","CSK","93","4","10.00"
"158","YES1","98","5","10.00"
"158","ABL","100","11","10.00"
"158","BTK","90","6","10.00"
"158","JAK2","99","10","10.00"
"158","SYK","105","7","10.00"
"158","NEK2a","94","2","1.00"
"158","NEK6","84","13","1.00"
"158","IKK beta ","118","0","1.00"
"158","IKK epsilon ","91","5","1.00"
"158","TBK1","89","3","1.00"
"158","PIM1","112","8","1.00"
"158","PIM2","97","5","1.00"
"158","PIM3","94","15","1.00"
"158","SRPK1","104","13","1.00"
"158","EF2K","105","1","1.00"
"158","EIF2AK3","100","9","1.00"
"158","HIPK1","94","10","1.00"
"158","HIPK2","95","5","1.00"
"158","HIPK3","99","7","1.00"
"158","CLK2","98","1","1.00"
"158","PAK2","102","7","1.00"
"158","PAK4","100","2","1.00"
"158","PAK5","97","7","1.00"
"158","PAK6","99","13","1.00"
"158","MST2","91","2","1.00"
"158","MST3","110","6","1.00"
"158","MST4","102","15","1.00"
"158","GCK","97","6","1.00"
"158","MEKK1","87","2","1.00"
"158","MKK1","86","17","0.01"
"158","ERK1","93","5","0.01"
"158","ERK2","117","8","0.01"
"158","JNK1","92","3","0.01"
"158","JNK2","117","6","0.01"
"158","JNK3","106","7","0.01"
"158","p38 alpha MAPK","105","5","0.01"
"158","p38 beta MAPK","113","6","0.01"
"158","p38 gamma MAPK","109","6","0.01"
"158","p38 delta MAPK","106","2","0.01"
"158","ERK8","106","12","0.01"
"158","RSK1","123","12","0.01"
"158","RSK2","96","20","0.01"
"158","PDK1","62","8","0.01"
"158","PKB alpha ","179","71","0.01"
"158","PKB beta ","125","11","0.01"
"158","SGK1","96","1","0.01"
"158","S6K1","111","4","0.01"
"158","PKA","103","13","0.01"
"158","ROCK 2","96","4","0.01"
"158","PRK2","90","10","0.01"
"158","PKC alpha ","104","4","0.01"
"158","PKC zeta ","113","0","0.01"
"158","PKD1","99","5","0.01"
"158","MSK1","102","0","0.01"
"158","MNK1","106","14","0.01"
"158","MNK2","91","2","0.01"
"158","MAPKAP-K2 ","104","2","0.01"
"158","MAPKAP-K3","112","18","0.01"
"158","PRAK","81","2","0.01"
"158","CAMKK beta ","112","9","0.01"
"158","CAMK1","108","3","0.01"
"158","SmMLCK","116","6","0.01"
"158","PHK","106","8","0.01"
"158","CHK1","111","11","0.01"
"158","CHK2","129","25","0.01"
"158","GSK3 beta ","108","4","0.01"
"158","CDK2-Cyclin A","104","3","0.01"
"158","PLK1","95","5","0.01"
"158","Aurora A","112","7","0.01"
"158","Aurora B","105","6","0.01"
"158","LKB1","104","8","0.01"
"158","AMPK","107","2","0.01"
"158","MARK2","113","1","0.01"
"158","MARK3","113","5","0.01"
"158","MARK4","106","7","0.01"
"158","BRSK1","110","17","0.01"
"158","BRSK2","114","2","0.01"
"158","MELK","115","12","0.01"
"158","NUAK1","120","19","0.01"
"158","CK1 delta ","100","1","0.01"
"158","CK2","103","0","0.01"
"158","DYRK1A","102","2","0.01"
"158","DYRK2","100","3","0.01"
"158","DYRK3","100","19","0.01"
"158","NEK2a","118","15","0.01"
"158","NEK6","98","6","0.01"
"158","IKK beta ","105","3","0.01"
"158","IKK epsilon ","114","9","0.01"
"158","TBK1","110","6","0.01"
"158","PIM1","99","1","0.01"
"158","PIM2","97","7","0.01"
"158","PIM3","105","4","0.01"
"158","SRPK1","106","5","0.01"
"158","EF2K","108","2","0.01"
"158","HIPK1","102","3","0.01"
"158","HIPK2","119","1","0.01"
"158","HIPK3","111","2","0.01"
"158","PAK2","105","8","0.01"
"158","PAK4","108","1","0.01"
"158","PAK5","97","2","0.01"
"158","PAK6","108","7","0.01"
"158","MST2","116","4","0.01"
"158","MST4","112","7","0.01"
"158","GCK","109","3","0.01"
"158","MINK1","121","4","0.01"
"158","MLK1","110","1","0.01"
"158","MLK3","100","5","0.01"
"158","IRAK4","109","0","0.01"
"158","RIPK2","110","1","0.01"
"158","TTK","90","1","0.01"
"158","Src","101","5","0.01"
"158","Lck","112","18","0.01"
"158","CSK","103","7","0.01"
"158","YES1","122","1","0.01"
"158","IGF-1R","126","35","0.01"
"158","IR","101","8","0.01"
"158","IRR","111","4","0.01"
"158","HER4","106","10","0.01"
"158","FGF-R1","119","3","0.01"
"158","VEGFR1","98","6","0.01"
"158","EPH-A2","110","4","0.01"
"158","EPH-B3","106","11","0.01"
"158","SYK","109","14","0.01"
"158","BTK","126","9","0.01"
"158","MKK1","101","12","0.10"
"158","ERK1","106","12","0.10"
"158","ERK2","111","10","0.10"
"158","JNK1","108","5","0.10"
"158","JNK2","126","19","0.10"
"158","JNK3","106","8","0.10"
"158","p38 alpha MAPK","109","8","0.10"
"158","p38 beta MAPK","129","18","0.10"
"158","p38 gamma MAPK","110","5","0.10"
"158","MKK1","74","5","10.00"
"158","MKK2","94","2","10.00"
"158","MKK6","94","3","10.00"
"158","ERK1","108","1","10.00"
"158","ERK2","109","6","10.00"
"158","JNK1","108","4","10.00"
"158","JNK2","114","5","10.00"
"158","JNK3","97","4","10.00"
"158","p38 alpha MAPK","99","8","10.00"
"158","p38 beta MAPK","109","5","10.00"
"158","p38 gamma MAPK","110","6","10.00"
"158","p38 delta MAPK","101","7","10.00"
"158","ERK8","83","1","10.00"
"158","RSK1","40","11","10.00"
"158","RSK2","28","2","10.00"
"158","PDK1","15","0","10.00"
"158","PKB alpha ","36","5","10.00"
"158","PKB beta ","56","2","10.00"
"158","SGK1","37","1","10.00"
"158","S6K1","81","1","10.00"
"158","PKA","84","5","10.00"
"158","ROCK 2","27","2","10.00"
"158","PRK2","81","0","10.00"
"158","PKC alpha ","96","4","10.00"
"158","PKC gamma ","87","17","10.00"
"158","PKC zeta ","23","6","10.00"
"158","PKD1","84","8","10.00"
"158","STK33","43","5","10.00"
"158","MSK1","66","10","10.00"
"158","MNK1","92","3","10.00"
"158","MNK2","94","6","10.00"
"158","MAPKAP-K2 ","84","2","10.00"
"158","MAPKAP-K3","68","2","10.00"
"158","PRAK","95","5","10.00"
"158","CAMKK beta ","91","1","10.00"
"158","CAMK1","95","1","10.00"
"158","SmMLCK","62","3","10.00"
"158","PHK","78","2","10.00"
"158","DAPK1","12","1","10.00"
"158","CHK1","103","11","10.00"
"158","CHK2","51","1","10.00"
"158","GSK3 beta ","101","24","10.00"
"158","CDK2-Cyclin A","85","1","10.00"
"158","MLK1","93","2","1.00"
"158","MLK3","80","5","1.00"
"158","TESK1","91","1","1.00"
"158","TAO1","86","3","1.00"
"158","ASK1","106","12","1.00"
"158","TAK1","99","7","1.00"
"158","IRAK1","105","3","1.00"
"158","IRAK4","92","6","1.00"
"158","RIPK2","116","1","1.00"
"158","ZAP70","127","30","10.00"
"158","BRK","116","1","10.00"
"158","EPH-A2","84","3","10.00"
"158","EPH-A4","98","2","10.00"
"158","EPH-B1","118","4","10.00"
"158","SGK1","96","4","0.10"
"158","PRK2","102","12","0.10"
"158","S6K1","106","16","0.10"
"158","PKA","111","15","0.10"
"158","ROCK 2","92","4","0.10"
"158","p38 delta MAPK","113","12","0.10"
"158","PKC alpha ","105","13","0.10"
"158","ERK8","117","7","0.10"
"158","RSK1","113","3","0.10"
"158","RSK2","97","6","0.10"
"158","PDK1","12","5","0.10"
"158","PKB alpha ","117","22","0.10"
"158","PKB beta ","118","14","0.10"
"158","PKC zeta ","105","10","0.10"
"158","PKD1","116","0","0.10"
"158","MSK1","100","2","0.10"
"158","MNK1","108","5","0.10"
"158","MNK2","100","28","0.10"
"158","MAPKAP-K2 ","111","13","0.10"
"158","MAPKAP-K3","112","11","0.10"
"158","PRAK","92","7","0.10"
"158","CAMKK beta ","123","11","0.10"
"158","CAMK1","112","3","0.10"
"158","SmMLCK","113","4","0.10"
"158","PHK","108","3","0.10"
"158","CHK1","106","5","0.10"
"158","CHK2","121","5","0.10"
"158","GSK3 beta ","111","6","0.10"
"158","CDK2-Cyclin A","101","11","0.10"
"158","PLK1","113","2","0.10"
"158","Aurora A","115","4","0.10"
"158","Aurora B","106","2","0.10"
"158","LKB1","124","8","0.10"
"158","AMPK","111","7","0.10"
"158","MARK2","114","0","0.10"
"158","MARK3","109","7","0.10"
"158","MARK4","114","6","0.10"
"158","BRSK1","95","6","0.10"
"158","BRSK2","110","0","0.10"
"158","MELK","77","1","0.10"
"158","NUAK1","105","3","0.10"
"158","CK1 delta ","108","6","0.10"
"158","CK2","104","12","0.10"
"158","DYRK1A","107","9","0.10"
"158","DYRK2","108","5","0.10"
"158","DYRK3","103","5","0.10"
"158","NEK2a","118","11","0.10"
"158","NEK6","101","6","0.10"
"158","IKK beta ","112","7","0.10"
